iter	RMSE
915	2.75391334
916	2.753370068
917	2.752947131
918	2.752219472
919	2.751920313
920	2.751290078
921	2.75066629
922	2.750335652
923	2.749998966
924	2.749488261
925	2.748699366
926	2.74850126
927	2.747647177
928	2.747154212
929	2.746776005
930	2.746355916
931	2.746239188
932	2.74604277
933	2.745598313
934	2.744689245
935	2.744334241
936	2.744214112
937	2.743606953
938	2.742914211
939	2.742378875
940	2.741489611
941	2.741037345
942	2.740798891
943	2.740177824
944	2.739788422
945	2.739152373
946	2.738787806
947	2.738027801
948	2.737890994
949	2.73738853
950	2.737142974
951	2.736820356
952	2.736676245
953	2.736159415
954	2.735995423
955	2.735814266
956	2.735401595
957	2.735145131
958	2.734965107
959	2.734407768
960	2.733832435
961	2.73358209
962	2.73321483
963	2.732438834
964	2.732062883
965	2.731810782
966	2.731255749
967	2.730949545
968	2.730197339
969	2.729934546
970	2.72978027
971	2.729232573
972	2.728630578
973	2.728457983
974	2.727062866
975	2.726544031
976	2.725998385
977	2.725497419
978	2.724942427
979	2.724146715
980	2.723941429
981	2.723616382
982	2.723047991
983	2.722775808
984	2.722511325
985	2.722032436
986	2.721358168
987	2.720896272
988	2.720549758
989	2.720127577
990	2.719477717
991	2.71913315
992	2.718829476
993	2.718402922
994	2.718054278
995	2.717261718
996	2.717054004
997	2.716778365
998	2.716327146
999	2.715933508
